PoolList;description;Patch
5718;Mineral nodes - Hillsbrad Foothills - multinodes subzone 11;6
5721;Mineral nodes - Hillsbrad Foothills - multinodes subzone 12;6
5727;Mineral nodes - Hillsbrad Foothills - multinodes subzone 13;6
5728;Mineral nodes - Hillsbrad Foothills - multinodes subzone 13;6
5733;Mineral nodes - Hillsbrad Foothills - multinodes subzone 14;6
5734;Mineral nodes - Hillsbrad Foothills - multinodes subzone 14;6
5758;Mineral nodes - Hillsbrad Foothills - multinodes subzone 22;6
5760;Mineral nodes - Hillsbrad Foothills - multinodes subzone 23;6
5761;Mineral nodes - Hillsbrad Foothills - multinodes subzone 23;6
5762;Mineral nodes - Hillsbrad Foothills - multinodes subzone 23;6
5764;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;6
5775;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;6
5776;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;6
5777;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;6
5778;Mineral nodes - Hillsbrad Foothills - multinodes subzone 24;6
5796;Mineral nodes - Hillsbrad Foothills - multinodes subzone 28;6
5799;Mineral nodes - Hillsbrad Foothills - multinodes subzone 29;6
5800;Mineral nodes - Hillsbrad Foothills - multinodes subzone 29;6
5803;Mineral nodes - Hillsbrad Foothills - multinodes subzone 33;6
5804;Mineral nodes - Hillsbrad Foothills - multinodes subzone 33;6
5805;Mineral nodes - Hillsbrad Foothills - multinodes subzone 33;6
5806;Mineral nodes - Hillsbrad Foothills - multinodes subzone 33;6
5807;Mineral nodes - Hillsbrad Foothills - multinodes subzone 33;6
5809;Mineral nodes - Hillsbrad Foothills - multinodes subzone 34;6
5816;Mineral nodes - Ashenvale - subzone 12;6
5817;Mineral nodes - Ashenvale - subzone 13;6
5833;Mineral nodes - Ashenvale - subzone 42;6
5844;Mineral nodes - Ashenvale - subzone 67;6
5848;Mineral nodes - Ashenvale - subzone 75;6
5849;Mineral nodes - Ashenvale - subzone 76;6
5851;Mineral nodes - Ashenvale - subzone 78;6
5858;Mineral nodes - Ashenvale - subzone 91;6
5868;Mineral nodes - Tirisfal Glades - subzone 2;6
5869;Mineral nodes - Tirisfal Glades - subzone 3;6
5870;Mineral nodes - Tirisfal Glades - subzone 4;6
5871;Mineral nodes - Tirisfal Glades - subzone 5;6
5873;Mineral nodes - Tirisfal Glades - subzone 6;6
5874;Mineral nodes - Tirisfal Glades - subzone 7;6
5875;Mineral nodes - Tirisfal Glades - subzone 8;6
5876;Mineral nodes - Tirisfal Glades - subzone 9;6
5877;Mineral nodes - Tirisfal Glades - subzone 10;6
5878;Mineral nodes - Tirisfal Glades - subzone 12;6
5879;Mineral nodes - Tirisfal Glades - subzone 13;6
5880;Mineral nodes - Tirisfal Glades - subzone 14;6
5881;Mineral nodes - Tirisfal Glades - subzone 19;6
5882;Mineral nodes - Tirisfal Glades - subzone 20;6
5883;Mineral nodes - Tirisfal Glades - subzone 21;6
5884;Mineral nodes - Tirisfal Glades - subzone 23;6
5885;Mineral nodes - Tirisfal Glades - subzone 24;6
5886;Mineral nodes - Tirisfal Glades - subzone 25;6
5887;Mineral nodes - Tirisfal Glades - subzone 26;6
5888;Mineral nodes - Tirisfal Glades - subzone 27;6
5889;Mineral nodes - Tirisfal Glades - subzone 29;6
5890;Mineral nodes - Tirisfal Glades - subzone 33;6
5891;Mineral nodes - Tirisfal Glades - subzone 34;6
5892;Mineral nodes - Tirisfal Glades - subzone 39;6
6269;Mineral nodes - Thousand Needles - multinodes subzone 46;6
6279;Mineral nodes - Thousand Needles - multinodes subzone 63;6
6280;Mineral nodes - Darkshore - subzone 10;6
6285;Mineral nodes - Darkshore - subzone 28;6
6286;Mineral nodes - Darkshore - subzone 29;6
6287;Mineral nodes - Darkshore - subzone 30;6
6288;Mineral nodes - Darkshore - subzone 35;6
6290;Mineral nodes - Darkshore - subzone 37;6
6294;Mineral nodes - Darkshore - subzone 42;6
6295;Mineral nodes - Darkshore - subzone 43;6
6298;Mineral nodes - Darkshore - subzone 46;6
6299;Mineral nodes - Darkshore - subzone 47;6
6303;Mineral nodes - Darkshore - subzone 52;6
6304;Mineral nodes - Darkshore - subzone 53;6
6306;Mineral nodes - Darkshore - subzone 55;6
6307;Mineral nodes - Darkshore - subzone 56;6
6308;Mineral nodes - Darkshore - subzone 57;6
6310;Mineral nodes - Darkshore - subzone 61;6
6364;Mineral nodes - Stonetalon Mountains - subzone 10;6
6366;Mineral nodes - Stonetalon Mountains - subzone 13;6
6367;Mineral nodes - Stonetalon Mountains - subzone 17;6
6368;Mineral nodes - Stonetalon Mountains - subzone 20;6
6369;Mineral nodes - Stonetalon Mountains - subzone 21;6
6371;Mineral nodes - Stonetalon Mountains - subzone 26;6
6372;Mineral nodes - Stonetalon Mountains - subzone 27;6
6373;Mineral nodes - Stonetalon Mountains - subzone 29;6
6376;Mineral nodes - Stonetalon Mountains - subzone 45;6
6377;Mineral nodes - Stonetalon Mountains - subzone 46;6
6381;Mineral nodes - Stonetalon Mountains - subzone 51;6
6383;Mineral nodes - Stonetalon Mountains - subzone 53;6
6447;Mineral nodes - Mulgore - subzone 2;6
6448;Mineral nodes - Mulgore - subzone 3;6
6449;Mineral nodes - Mulgore - subzone 4;6
6450;Mineral nodes - Mulgore - subzone 5;6
6451;Mineral nodes - Mulgore - subzone 6;6
6452;Mineral nodes - Mulgore - subzone 7;6
6453;Mineral nodes - Mulgore - subzone 10;6
6454;Mineral nodes - Mulgore - subzone 12;6
6455;Mineral nodes - Mulgore - subzone 13;6
6456;Mineral nodes - Mulgore - subzone 14;6
6457;Mineral nodes - Mulgore - subzone 15;6
6458;Mineral nodes - Mulgore - subzone 18;6
6459;Mineral nodes - Mulgore - subzone 23;6
6460;Mineral nodes - Mulgore - subzone 24;6
6461;Mineral nodes - Mulgore - subzone 26;6
6462;Mineral nodes - Mulgore - subzone 32;6
6463;Mineral nodes - Mulgore - subzone 35;6
6464;Mineral nodes - Mulgore - subzone 36;6
6465;Mineral nodes - Mulgore - subzone 39;6
6466;Mineral nodes - Mulgore - subzone 40;6
6467;Mineral nodes - Mulgore - subzone 42;6
6468;Mineral nodes - Mulgore - subzone 43;6
6469;Mineral nodes - Mulgore - subzone 44;6
6470;Mineral nodes - Mulgore - subzone 45;6
6471;Mineral nodes - Mulgore - subzone 46;6
6472;Mineral nodes - Mulgore - subzone 47;6
8000;Silverleaf - Dun Morogh - subzone 1;6
8001;Earthroot - Dun Morogh - subzone 1;6
8002;Peacebloom - Dun Morogh - subzone 1;6
8003;Silverleaf - Dun Morogh - subzone 2;6
8004;Earthroot - Dun Morogh - subzone 2;6
8005;Peacebloom - Dun Morogh - subzone 2;6
8006;Silverleaf - Dun Morogh - subzone 3;6
8007;Earthroot - Dun Morogh - subzone 3;6
8008;Peacebloom - Dun Morogh - subzone 3;6
8009;Silverleaf - Dun Morogh - subzone 4;6
8010;Peacebloom - Dun Morogh - subzone 4;6
8011;Silverleaf - Dun Morogh - subzone 5;6
8012;Earthroot - Dun Morogh - subzone 5;6
8013;Peacebloom - Dun Morogh - subzone 5;6
8014;Silverleaf - Dun Morogh - subzone 6;6
8015;Peacebloom - Dun Morogh - subzone 6;6
8103;Silverleaf - Elwynn Forest - subzone 1;6
8104;Earthroot - Elwynn Forest - subzone 1;6
8105;Peacebloom - Elwynn Forest - subzone 1;6
8106;Silverleaf - Elwynn Forest - subzone 2;6
8107;Earthroot - Elwynn Forest - subzone 2;6
8108;Peacebloom - Elwynn Forest - subzone 2;6
8109;Silverleaf - Elwynn Forest - subzone 3;6
8110;Earthroot - Elwynn Forest - subzone 3;6
8111;Peacebloom - Elwynn Forest - subzone 3;6
8112;Silverleaf - Elwynn Forest - subzone 4;6
8113;Earthroot - Elwynn Forest - subzone 4;6
8114;Peacebloom - Elwynn Forest - subzone 4;6
8115;Silverleaf - Elwynn Forest - subzone 5;6
8116;Earthroot - Elwynn Forest - subzone 5;6
8117;Peacebloom - Elwynn Forest - subzone 5;6
8118;Silverleaf - Elwynn Forest - subzone 6;6
8119;Earthroot - Elwynn Forest - subzone 6;6
8120;Silverleaf - Durotar - subzone 1;6
8121;Peacebloom - Durotar - subzone 1;6
8122;Earthroot - Durotar - subzone 1;6
8123;Silverleaf - Durotar - subzone 2;6
8124;Peacebloom - Durotar - subzone 2;6
8125;Earthroot - Durotar - subzone 2;6
8126;Silverleaf - Durotar - subzone 3;6
8127;Peacebloom - Durotar - subzone 3;6
8128;Earthroot - Durotar - subzone 3;6
8130;Silverleaf - Durotar - subzone 4;6
8131;Peacebloom - Durotar - subzone 4;6
8132;Earthroot - Durotar - subzone 4;6
8133;Silverleaf - Durotar - subzone 5;6
8134;Peacebloom - Durotar - subzone 5;6
8135;Earthroot - Durotar - subzone 5;6
8137;Silverleaf - Durotar - subzone 6;6
8138;Peacebloom - Durotar - subzone 6;6
8139;Earthroot - Durotar - subzone 6;6
8206;Silverleaf - The Barrens - subzone 2;6
8207;Peacebloom - The Barrens - subzone 2;6
8208;Earthroot - The Barrens - subzone 2;6
8215;Silverleaf - The Barrens - subzone 3;6
8216;Peacebloom - The Barrens - subzone 3;6
8217;Earthroot - The Barrens - subzone 3;6
8221;Peacebloom - The Barrens - subzone 4;6
8222;Earthroot - The Barrens - subzone 4;6
8229;Silverleaf - The Barrens - subzone 5;6
8230;Peacebloom - The Barrens - subzone 5;6
8231;Earthroot - The Barrens - subzone 5;6
8237;Silverleaf - The Barrens - subzone 6;6
8238;Peacebloom - The Barrens - subzone 6;6
8239;Earthroot - The Barrens - subzone 6;6
8318;Peacebloom - Loch Modan - subzone 1;6
8322;Silverleaf - Loch Modan - subzone 2;6
8323;Peacebloom - Loch Modan - subzone 2;6
8327;Silverleaf - Loch Modan - subzone 3;6
8328;Peacebloom - Loch Modan - subzone 3;6
8329;Earthroot - Loch Modan - subzone 3;6
8331;Silverleaf - Loch Modan - subzone 4;6
8332;Peacebloom - Loch Modan - subzone 4;6
8333;Earthroot - Loch Modan - subzone 4;6
8335;Silverleaf - Westfall - subzone 1;6
8336;Peacebloom - Westfall - subzone 1;6
8340;Silverleaf - Westfall - subzone 2;6
8341;Peacebloom - Westfall - subzone 2;6
8342;Earthroot - Westfall - subzone 2;6
8347;Silverleaf - Westfall - subzone 3;6
8348;Peacebloom - Westfall - subzone 3;6
8349;Earthroot - Westfall - subzone 3;6
8354;Silverleaf - Westfall - subzone 4;6
8355;Peacebloom - Westfall - subzone 4;6
8356;Earthroot - Westfall - subzone 4;6
8361;Peacebloom - Redridge Mountains - subzone 1;6
8362;Earthroot - Redridge Mountains - subzone 1;6
8367;Peacebloom - Redridge Mountains - subzone 2;6
8368;Earthroot - Redridge Mountains - subzone 2;6
8484;Silverleaf - Tirisfal Glades - subzone 1;6
8485;Peacebloom - Tirisfal Glades - subzone 1;6
8486;Earthroot - Tirisfal Glades - subzone 1;6
8487;Silverleaf - Tirisfal Glades - subzone 2;6
8488;Peacebloom - Tirisfal Glades - subzone 2;6
8489;Earthroot - Tirisfal Glades - subzone 2;6
8490;Silverleaf - Tirisfal Glades - subzone 3;6
8491;Peacebloom - Tirisfal Glades - subzone 3;6
8492;Earthroot - Tirisfal Glades - subzone 3;6
8494;Silverleaf - Tirisfal Glades - subzone 4;6
8495;Peacebloom - Tirisfal Glades - subzone 4;6
8496;Earthroot - Tirisfal Glades - subzone 4;6
8499;Silverleaf - Tirisfal Glades - subzone 5;6
8500;Peacebloom - Tirisfal Glades - subzone 5;6
8501;Earthroot - Tirisfal Glades - subzone 5;6
8503;Silverleaf - Tirisfal Glades - subzone 6;6
8504;Peacebloom - Tirisfal Glades - subzone 6;6
8505;Earthroot - Tirisfal Glades - subzone 6;6
8621;Silverleaf - Silverpine Forest - subzone 1;6
8622;Peacebloom - Silverpine Forest - subzone 1;6
8623;Earthroot - Silverpine Forest - subzone 1;6
8626;Silverleaf - Silverpine Forest - subzone 2;6
8627;Peacebloom - Silverpine Forest - subzone 2;6
8630;Peacebloom - Silverpine Forest - subzone 3;6
8631;Earthroot - Silverpine Forest - subzone 3;6
8636;Silverleaf - Silverpine Forest - subzone 4;6
8637;Peacebloom - Silverpine Forest - subzone 4;6
8638;Earthroot - Silverpine Forest - subzone 4;6
8668;Peacebloom - Teldrassil - subzone 1;6
8669;Earthroot - Teldrassil - subzone 1;6
8670;Silverleaf - Teldrassil - subzone 1;6
8671;Peacebloom - Teldrassil - subzone 2;6
8672;Earthroot - Teldrassil - subzone 2;6
8673;Silverleaf - Teldrassil - subzone 2;6
8675;Peacebloom - Teldrassil - subzone 4;6
8676;Earthroot - Teldrassil - subzone 4;6
8677;Silverleaf - Teldrassil - subzone 4;6
8679;Peacebloom - Teldrassil - subzone 5;6
8680;Earthroot - Teldrassil - subzone 5;6
8681;Silverleaf - Teldrassil - subzone 5;6
8683;Peacebloom - Teldrassil - subzone 6;6
8684;Earthroot - Teldrassil - subzone 6;6
8685;Silverleaf - Teldrassil - subzone 6;6
8708;Silverleaf - Darkshore - subzone 3;6
8709;Peacebloom - Darkshore - subzone 3;6
8710;Earthroot - Darkshore - subzone 3;6
8715;Silverleaf - Darkshore - subzone 4;6
8716;Peacebloom - Darkshore - subzone 4;6
8717;Earthroot - Darkshore - subzone 4;6
8722;Silverleaf - Darkshore - subzone 5;6
8723;Peacebloom - Darkshore - subzone 5;6
8724;Earthroot - Darkshore - subzone 5;6
8729;Silverleaf - Darkshore - subzone 6;6
8730;Peacebloom - Darkshore - subzone 6;6
8802;Silverleaf - Mulgore - subzone 1;6
8803;Peacebloom - Mulgore - subzone 1;6
8804;Earthroot - Mulgore - subzone 1;6
8805;Silverleaf - Mulgore - subzone 2;6
8806;Peacebloom - Mulgore - subzone 2;6
8807;Earthroot - Mulgore - subzone 2;6
8808;Silverleaf - Mulgore - subzone 3;6
8809;Peacebloom - Mulgore - subzone 3;6
8810;Earthroot - Mulgore - subzone 3;6
8811;Silverleaf - Mulgore - subzone 4;6
8812;Peacebloom - Mulgore - subzone 4;6
8813;Earthroot - Mulgore - subzone 4;6
8814;Silverleaf - Mulgore - subzone 5;6
8815;Peacebloom - Mulgore - subzone 5;6
8816;Earthroot - Mulgore - subzone 5;6
8817;Silverleaf - Mulgore - subzone 6;6
8818;Peacebloom - Mulgore - subzone 6;6
8819;Earthroot - Mulgore - subzone 6;6
21420;Arathi Highlands - Food Crate (3707) & Barrel of Sweet Nectar (3706) - Master Pool;6
31286;Alterac Mountains (Dalaran) - Chest Pool;6
31289;Arathi Highlands (Go'Shek Farm) - Chest Pool;6
31290;Arathi Highlands (Dabyrie's Farmstead) - Chest Pool;6
39918;Alterac Mountains - Master Chest Pool;6
39919;Arathi Highlands - Master Chest Pool;6
40009;Alterac Mountains (The Headland) - Chest Pool;6
40030;Arathi Highlands - Chest Pool;6
40208;The Barrens (Bael Modan) - Box of Assorted Parts Pool;6
45351;Wailing Caverns - Earthroot (1619);6
45361;Wailing Caverns - Copper Vein (1731);6
1053;Lord Malathrom;5
1058;Commander Felstrom;5
1078;Tamra Stormpike;5
1079;Scargil;5
1166;Dragonmaw Battlemaster;5
1170;Garneg Charskull;5
1173;Sludginn;5
1180;Prince Raze;5
31131;Thousand Needles (Camp E'thok) - Chest Pool;5
31132;Thousand Needles (Highperch) - Chest Pool;5
31133;Thousand Needles (Splithoof Crag) - Chest Pool;5
31300;Thousand Needles (Roguefeather Den) - Chest Pool;5
31301;Thousand Needles (Splithoof Hold) - Chest Pool;5
39917;Thousand Needles - Master Chest Pool;5
40058;Thousand Needles - Chest Pool;5
31287;Westfall (The Deadmines - Defias Hideout) - Chest Pool;4
31288;Westfall (The Deadmines) - Chest Pool;4
39905;Tirisfal Glades - Master Chest Pool;4
39958;Duskwood (Forlorn Rowe) - Chest Pool;4
40079;Stonetalon Mountains (Windshear Crag) - Chest Pool;4
40105;Darkshore - Chest Pool;4
40112;Silverpine Forest (Fenris Isle) - Chest Pool;4
40128;Redridge Mountains - Chest Pool;4
40167;Dun Morogh (Coldridge Valley) - Chest Pool;4
40170;Dun Morogh - Chest Pool;4
40171;Dun Morogh (Chill Breeze Valley) - Chest Pool;4
40176;Dun Morogh (Coldridge Valley - Cave) - Chest Pool;4
40177;Elwynn Forest - Chest Pool;4
40179;Elwynn Forest (Northshire Valley) - Chest Pool;4
40180;Elwynn Forest (Echo Ridge Mine) - Chest Pool;4
40181;Elwynn Forest (Crystal Lake) - Chest Pool;4
40182;Elwynn Forest (Forest's Edge) - Chest Pool;4
40183;Elwynn Forest (Jerod's Landing) - Chest Pool;4
40184;Elwynn Forest (Brackwell Pumpkin Patch) - Chest Pool;4
40185;Elwynn Forest (Stone Cairn Lake) - Chest Pool;4
40186;Elwynn Forest (Heroes' Vigil) - Chest Pool;4
40187;Elwynn Forest (Jasperlode Mine) - Chest Pool;4
40188;Elwynn Forest (Fargodeep Mine) - Chest Pool;4
40199;Tirisfal Glades - Chest Pool;4
40204;Teldrassil (Shadowglen) - Chest Pool;4
45201;Deadmines - Miner Johnson (3586);4
45270;Deadmines - Food Crate / Barrel of Milk Pool;4
45290;Deadmines - Master Chest Pool;4
45291;Deadmines (Mast Room) - Chest Pool;4
45292;Deadmines (Goblin Foundry) - Chest Pool;4
45293;Deadmines (Ironclad Cove) - Chest Pool;4
45301;Wailing Caverns - Deviate Faerie Dragon (5912);4
45390;Wailing Caverns - Master Chest Pool;4
45391;Wailing Caverns (Pit of Fangs) - Chest Pool;4
45392;Wailing Caverns (Winding Chasm) - Chest Pool;4
1055;Lupos (521);3
1057;Naraxis (574);3
1081;Ro'Bark (14278);3
1082;Creepthess (14279);3
1091;Kazon;3
1093;Rohh the Silent;3
1098;Boulderheart;3
1159;Vultros;3
1167;Leech Widow (1112);3
1169;Ma'ruk Wyrmscale (2090);3
1172;Gnawbone (14425);3
1199;Lady Vespia (10559);3
1203;Apothecary Falthis (3735);3
1204;Captain Ironhill (2304);3
1257;Prospector Khazgorm;3
1258;Heggin Stonewhisker;3
1259;Hagg Taurenbane;3
1806;Wetlands (Whelgar's Excavation Site) - Loose Soil (331);3
1807;Wetlands (Whelgar's Excavation Site) - Ancient Relic (333);3
1808;Wetlands (Whelgar's Excavation Site) - Ancient Relic (334);3
1809;Wetlands (Whelgar's Excavation Site) - Ancient Relic (35252);3
1838;Wetlands (Menethil Bay) - Giant Clam (19018);3
1839;Wetlands (Baradin Bay) - Giant Clam (19018);3
1840;Wetlands (The Lost Fleet) - Giant Clam (19018);3
31027;Duskwood (Addle's Stead) - Chest Pool;3
31028;Duskwood - Chest Pool;3
31029;Duskwood (Brightwood Grove) - Chest Pool;3
31031;Duskwood (The Yorgen Farmstead) - Chest Pool;3
31032;Duskwood (The Rotting Orchard) - Chest Pool;3
31033;Duskwood (Vul'Gol Ogre Mound) - Chest Pool;3
31034;Duskwood (Tranquil Gardens Cemetery) - Chest Pool;3
31035;Duskwood (The Darkened Bank) - Chest Pool;3
31036;Duskwood (Manor Mistmantle) - Chest Pool;3
31037;Duskwood (Raven Hill Cemetery) - Chest Pool;3
31038;Wetlands - Chest Pool;3
31039;Wetlands (The Lost Fleet) - Chest Pool;3
31040;Wetlands (Mosshide Fen) - Chest Pool;3
31041;Wetlands (Bluegill Marsh) - Chest Pool;3
